1	360000	3032	22221
2	340000	2058	22912
3	250000	1780	21345
4	205500	1638	17342
5	275500	2196	21786
6	248000	1966	18902
7	229900	2216	18639
8	150000	1597	22112
9	195000	1622	14321
10	160000	1976	32358
11	190000	2812	56639
12	559000	2791	30595
13	535000	3381	23172
14	525000	3459	35351
15	299900	2090	24025
16	527000	3232	21445
17	169900	1502	28958
18	335250	2747	22241
19	323900	2890	41992
20	200000	1825	30266
21	211000	1578	18829
22	212000	1763	24726
23	245000	2517	23261
24	140400	1872	24017
25	295000	3266	24881
26	170900	2020	21385
27	229000	2164	28291
28	218500	2080	14752
29	160000	2208	8058
30	259000	3048	29307
31	164500	1460	9999
32	280000	2540	42428
33	154000	2208	6746
34	272000	2560	36100
35	180000	2061	20138
36	157500	1980	32519
37	242500	3308	47323
38	182000	2616	11123
39	178000	1460	27095
40	171900	1580	12417
41	165500	1460	22493
42	183500	1540	15801
43	135000	1388	26106
44	175000	1624	39219
45	149500	1580	11166
46	177500	1820	22104
47	155000	1733	22398
48	145000	1896	32753
49	178000	2038	47884
50	156000	1436	43594
51	159000	1690	28518
52	160000	1496	43335
53	112000	1668	19612
54	84000	980	17686
55	155000	2562	40800
56	360000	2304	70240
57	104000	1268	21067
58	420000	2283	18524
59	355000	2060	38623
60	165000	2087	24764
61	244000	2081	24993
62	179900	1696	22294
63	253000	2222	71527
64	200000	2110	15332
65	200000	1774	15528
66	147700	1592	11221
67	188700	1748	23939
68	177000	1985	69975
69	585000	2558	24601
70	549900	4000	23595
71	675000	3942	18920
72	830000	3889	28378
73	920000	3857	32793
74	855000	4756	22215
75	585500	3302	26463
76	399000	2629	24778
77	790000	4418	22024
78	665000	4746	23368
79	725000	3242	27173
80	647000	2464	31703
81	780000	4419	56127
82	657500	3877	24639
83	578000	3808	23324
84	500000	3376	18452
85	484530	2940	20639
86	609000	2654	12821
87	635000	2672	28049
88	519000	3386	24008
89	625100	3648	26604
90	585444	3455	22468
91	399900	3321	15012
92	389900	2817	31214
93	649000	3210	30033
94	535000	3588	22530
95	640000	2705	22196
96	600000	2344	86004
97	582500	4264	24983
98	545000	2615	21722
99	480000	3608	25219
100	595000	2479	29805
101	610000	3251	25570
102	570000	2547	21789
103	479000	5032	22000
104	545000	4973	56139
105	335000	2582	23256
106	629000	3139	21810
107	505500	3516	19867
108	528750	2129	37414
109	370000	2936	16437
110	529000	3351	24216
111	490000	3136	27158
112	535000	3525	27501
113	612000	3917	37972
114	442500	2702	39643
115	500000	3644	21895
116	539000	3072	25158
117	545500	3233	22961
118	424000	2918	22003
119	325000	3266	16640
120	367000	2940	22003
121	470000	3430	25018
122	393000	2472	21784
123	530000	2878	68351
124	400000	2537	11053
125	403500	3858	22224
126	550000	2742	22306
127	380000	3460	18571
128	500000	3836	48465
129	465000	4453	15595
130	451500	4080	22134
131	336000	3301	18741
132	550000	3828	17051
133	450000	2973	21999
134	440000	2821	32914
135	515000	2950	21598
136	415000	2362	21604
137	380000	3092	20081
138	489500	2866	22424
139	478000	3369	21161
140	460000	3068	18289
141	379900	2380	21999
142	390000	2225	38722
143	338000	2655	21960
144	675000	3855	35845
145	440000	2892	35839
146	500000	3832	28722
147	470000	3164	20505
148	317500	2620	12266
149	430000	3076	26648
150	430000	4022	18429
151	475000	3377	22495
152	389000	2858	23981
153	400000	3540	18012
154	395000	3045	34356
155	395000	4150	21778
156	296000	1778	24022
157	387500	2412	22676
158	353000	2668	18384
159	350000	2274	22049
160	437632	2936	22844
161	447500	2526	28248
162	318500	2449	22075
163	352000	3131	15209
164	295000	2536	39427
165	313500	3314	24339
166	330000	2230	24798
167	400000	2631	44885
168	325000	2638	25747
169	340000	2756	22546
170	399900	3262	25541
171	249900	1936	12850
172	389000	3148	16587
173	364500	2616	32655
174	357500	3630	23283
175	295000	1954	19300
176	274500	1926	26418
177	259000	2556	80886
178	415000	2282	23003
179	443000	3314	22012
180	249000	2001	23812
181	330000	2607	23139
182	291000	2840	23079
183	418000	3036	33746
184	320000	2240	18682
185	264000	1788	18484
186	381000	2620	28093
187	250000	1480	14230
188	360000	2588	19004
189	369500	3138	18190
190	285400	2460	27492
191	409000	3566	18044
192	333000	2692	22020
193	362000	2958	45200
194	387500	3164	23856
195	239000	2058	21046
196	299900	2717	22083
197	335000	2920	22434
198	275000	2554	21820
199	328000	2805	22582
200	333000	2736	29591
201	397000	3516	34795
202	374800	3536	19997
203	520000	2138	86830
204	325000	2718	22842
205	295000	2178	25891
206	415000	3152	24446
207	224900	2611	6924
208	265000	2060	13091
209	299900	2448	26790
210	390000	4050	18262
211	271000	2414	24357
212	330000	3072	16431
213	350000	2525	27138
214	310000	2866	25249
215	340000	3246	52218
216	307000	2707	22094
217	304000	2300	35824
218	275900	1860	40741
219	315000	3636	19776
220	295000	1910	30996
221	251010	2280	25543
222	335000	3386	38428
223	343500	2324	22435
224	297000	1970	25814
225	281000	2062	23608
226	235000	2617	8903
227	237000	2612	10144
228	274900	2472	22451
229	229900	1922	15791
230	259000	1852	22204
231	245000	2239	22216
232	208000	2068	34773
233	421000	2101	65499
234	320000	2200	31450
235	256000	1972	32027
236	275000	2007	21311
237	222000	2612	8229
238	249900	2124	21834
239	273500	2612	8924
240	218500	2548	10210
241	377000	2767	75232
242	220000	2025	19618
243	192900	1956	21779
244	298750	2460	23907
245	315000	2764	23947
246	315000	2004	24453
247	465900	2852	34040
248	239500	2096	15237
249	276000	2330	17433
250	226000	2520	12145
251	235000	2528	26469
252	247000	2030	23202
253	182000	2208	6734
254	180000	1500	39776
255	249000	2078	21512
256	260000	2442	21149
257	219900	2612	11288
258	295000	2268	23976
259	290000	2734	23488
260	300000	2228	21232
261	354900	3000	21643
262	261000	2404	17791
263	174500	1840	16356
264	244900	2107	30050
265	274900	2788	18960
266	214000	2416	15594
267	283000	2430	18164
268	177900	1584	13947
269	237500	1873	21998
270	202150	1644	19499
271	235000	2400	44347
272	217000	2094	18617
273	285000	2561	18985
274	217500	1752	24053
275	210000	1738	15206
276	183340	2068	24325
277	252000	2428	22727
278	237000	2090	22055
279	205000	1820	28023
280	285000	3219	28200
281	210000	2654	28882
282	280000	1802	27700
283	207000	1765	22983
284	221000	2786	22875
285	257000	1794	21691
286	274000	2768	26268
287	262000	2288	16975
288	204400	2028	26777
289	254900	2620	27989
290	244000	1644	32164
291	213000	1888	14757
292	240000	2116	22041
293	235000	2313	24705
294	206000	1824	14748
295	237000	1942	23105
296	274000	2184	19090
297	275000	2578	22299
298	218400	2036	21996
299	156000	1384	26706
300	220000	1826	19870
301	171500	1681	15985
302	180000	1726	26769
303	204000	1910	15423
304	307000	2664	22684
305	265000	2116	33344
306	209900	2030	21914
307	173000	1940	11610
308	189000	1676	21780
309	222500	2120	17883
310	265000	2152	26075
311	264670	1984	31204
312	200750	1575	25543
313	227900	1798	17820
314	255000	2017	86571
315	208500	1904	15559
316	226900	1718	49613
317	215000	1776	22839
318	222950	2609	26087
319	239900	2226	13520
320	176000	1556	15623
321	228000	1764	8105
322	204900	1626	15288
323	258000	2012	21303
324	241850	2090	22010
325	198500	2192	22851
326	243000	2228	21881
327	187000	1825	15810
328	233000	2132	17159
329	205000	2160	16555
330	205000	1974	26196
331	189000	1696	31851
332	204900	2132	23986
333	239000	1814	24698
334	193000	1796	29281
335	260000	2268	35240
336	188000	1719	22009
337	190500	1704	22583
338	230000	2142	22223
339	240000	1705	42322
340	235000	1752	39267
341	275000	2554	22381
342	205000	1650	27235
343	280000	2816	29109
344	190000	1919	20093
345	232500	2080	32021
346	259500	2108	24685
347	275000	2480	22144
348	183900	1746	52136
349	290000	2703	43599
350	217950	1640	21314
351	220000	2196	17899
352	185000	1701	21938
353	288000	2250	23684
354	197500	2502	23749
355	179975	1762	15742
356	195000	2016	18102
357	228400	1904	14945
358	194750	1652	24644
359	195000	2042	21849
360	210000	2019	14837
361	239550	2791	22863
362	242000	2514	17535
363	185000	1746	12386
364	175000	1930	15923
365	165000	1552	27068
366	185000	1566	13504
367	173194	1669	24643
368	205150	1814	18714
369	214200	1794	24308
370	182500	1691	21961
371	205000	1834	30726
372	208000	1984	22047
373	225000	1966	24871
374	170000	1669	21253
375	216000	2132	41332
376	180000	2007	15992
377	169200	1964	18162
378	213000	2325	16699
379	210000	2196	29329
380	185000	2061	25379
381	179900	1828	37150
382	196000	1956	20486
383	219900	1852	20800
384	159900	1795	26467
385	170000	1580	10799
386	169900	1708	11413
387	189500	1700	14023
388	195000	1742	18250
389	215000	1890	22110
390	171000	1512	14774
391	179900	1840	40832
392	120000	1060	15001
393	175000	1540	45458
394	232900	1550	14998
395	229900	2787	39558
396	174900	1528	25193
397	168900	1928	26393
398	229500	2329	28179
399	236000	1940	15073
400	205500	2114	14526
401	212000	1799	16210
402	205000	1864	25628
403	193000	1581	15064
404	180000	1652	21875
405	184000	1592	25943
406	144900	1520	36359
407	255000	1792	31257
408	137000	1464	14999
409	178000	1702	21898
410	296000	2180	29617
411	186500	1486	18479
412	170000	1364	26369
413	219000	1540	30691
414	188000	1608	19380
415	195250	1668	17060
416	175000	1944	43562
417	215000	1883	19932
418	197500	2215	25540
419	249900	1916	20576
420	180000	1508	32469
421	174900	1809	16782
422	189900	1958	22788
423	154000	1592	10332
424	150000	1636	10000
425	189900	1800	13566
426	157000	1600	10807
427	182000	1550	15100
428	187650	1578	14631
429	175000	1644	12999
430	189900	1556	19840
431	175000	1672	22617
432	159900	1650	14997
433	184900	1676	16156
434	174900	1960	16953
435	143000	1649	20096
436	164900	1728	10999
437	173500	1586	15862
438	161800	1592	18686
439	148000	1514	16209
440	177000	1952	24377
441	149900	1550	14311
442	170000	1544	14942
443	142000	1566	15228
444	186900	1650	22000
445	152900	1392	29199
446	350000	2981	49756
447	130000	1412	16752
448	167900	2180	15001
449	184900	1704	16759
450	178000	1600	15090
451	111000	1276	11554
452	207000	1666	39523
453	190000	1760	20193
454	230000	1836	46339
455	165000	1636	20125
456	210000	1748	14512
457	226000	2556	36276
458	149900	1511	14821
459	155000	1524	21875
460	219900	1821	16696
461	132000	1596	28357
462	195000	2392	30265
463	155900	1748	16231
464	119900	1384	30002
465	175000	1628	17069
466	304000	1911	86248
467	190000	1624	15002
468	229100	1956	14710
469	187500	2012	14925
470	173000	1590	22336
471	170000	1687	20925
472	179000	1816	16508
473	162500	1622	16120
474	172000	1604	14964
475	153200	1592	16396
476	220000	1922	33579
477	174000	1892	14712
478	200000	1628	15412
479	161000	1644	17030
480	135000	1450	15868
481	190000	1592	22748
482	153800	1654	25874
483	144900	1388	10568
484	165000	1670	18525
485	186000	1953	17129
486	167000	2008	21860
487	189600	1650	34724
488	170000	1578	22485
489	189500	1618	27539
490	153500	1642	14901
491	159900	2008	31657
492	158000	1604	23534
493	175000	2035	20131
494	147000	1534	15361
495	155000	1624	16721
496	150000	1700	15391
497	165000	1630	24963
498	147000	1526	15007
499	146250	1672	22617
500	177500	1588	21925
501	153650	1752	9126
502	199500	1674	33237
503	186000	1980	47679
504	139900	1396	25879
505	160000	1178	9941
506	125000	1263	12357
507	359900	2377	51005
508	184500	1304	21305
509	155000	1340	5666
510	150000	1559	23999
511	146000	1412	4560
512	129000	1198	20918
513	145000	1424	16414
514	200000	1370	8000
515	149900	1584	13514
516	132000	1567	12249
517	136900	1409	28421
518	137000	1655	54651
519	185000	1944	17999
520	133500	1922	14805
521	124000	1480	28351
522	95500	1184	14786
